"geolocation_zip_code_prefix","geolocation_lat","geolocation_lng","geolocation_city","geolocation_state"
"01308",-23.55641963281201,-46.65272290521668,são paulo,SP
"01310",-23.56495811933758,-46.65213530737497,sao paulo,SP
"01306",-23.55433380183505,-46.64967363918865,sao paulo,SP
"01301",-23.550812799901816,-46.65525802969017,sao paulo,SP
"01302",-23.547650962519555,-46.643577475157265,sao paulo,SP
"01322",-23.564093594783298,-46.64348420621503,sao paulo,SP
"01312",-23.55364600943506,-46.64827785290551,sao paulo,SP
"01319",-23.55156260866176,-46.64021297307979,são paulo,SP
"01316",-23.55298158090484,-46.63977389064573,sao paulo,SP
"01308",-23.555332497922524,-46.6527629023025,sao paulo,SP
"01321",-23.56596496641469,-46.64287299085339,sao paulo,SP
"01317",-23.56281094772712,-46.64538049222014,sao paulo,SP
"01303",-23.548771162646407,-46.64744272883607,sao paulo,SP
"01313",-23.556513287803007,-46.65025319729151,sao paulo,SP
"01307",-23.555336857060432,-46.655946947688804,sao paulo,SP
"01308",-23.555182505135885,-46.65226234401868,sao paulo,SP
"01322",-23.56102445850885,-46.64262346488549,sao paulo,SP
"01316",-23.551910580904845,-46.639761945611326,sao paulo,SP
"01301",-23.547835026371946,-46.64372758312655,sao paulo,SP
"01324",-23.551359454065434,-46.64339075477531,sao paulo,SP
"01313",-23.55738028587912,-46.651706958364606,sao paulo,SP
"01314",-23.55291235720467,-46.64737305981301,sao paulo,SP
"01307",-23.55104570053087,-46.653077100063406,sao paulo,SP
"01307",-23.551910381354915,-46.64919520912921,são paulo,SP
"01327",-23.565219296699166,-46.645151725373594,sao paulo,SP
"01306",-23.550225768249742,-46.64614145850884,sao paulo,SP
"01306",-23.554413383426063,-46.649765024686886,sao paulo,SP
"01321",-23.556351520399332,-46.64203265459633,sao paulo,SP
"01304",-23.552179449622038,-46.652991998615015,sao paulo,SP
"01301",-23.55260142215357,-46.658635365803015,são paulo,SP
"01318",-23.55409868126785,-46.63860660592022,sao paulo,SP
"01310",-23.557811228691833,-46.660504165272116,sao paulo,SP
"01333",-23.56760137330483,-46.646158673322205,sao paulo,SP
"01317",-23.56281094772712,-46.64538049222014,sao paulo,SP
"01327",-23.563988276992315,-46.64564833902704,sao paulo,SP
"01332",-23.559874596168275,-46.65312715543304,sao paulo,SP
"01309",-23.55752427560734,-46.65837101249348,sao paulo,SP
"01306",-23.553853323619364,-46.65043487246811,sao paulo,SP
"01307",-23.558603993334895,-46.658514718852736,sao paulo,SP
"01310",-23.557811228691833,-46.660504165272116,sao paulo,SP
"01332",-23.55893482486011,-46.6519821648681,sao paulo,SP
"01322",-23.564494540106182,-46.64461209824576,sao paulo,SP
"01302",-23.547468929770968,-46.64446855897629,sao paulo,SP
"01310",-23.560411034133562,-46.65750060115995,são paulo,SP
"01332",-23.560386998615023,-46.65442647792724,sao paulo,SP
"01323",-23.563519438802,-46.64097485123205,sao paulo,SP
"01326",-23.558908285042403,-46.64517207853889,sao paulo,SP
"01307",-23.552097432425366,-46.649825376767275,sao paulo,SP
"01307",-23.555336857060432,-46.655946947688804,sao paulo,SP
"01319",-23.55156260866176,-46.64021297307979,sao paulo,SP
"01315",-23.552592988343235,-46.64068338732753,sao paulo,SP
"01317",-23.554133985636884,-46.638626176820445,sao paulo,SP
"01326",-23.55436995920134,-46.64587128518662,sao paulo,SP
"01325",-23.56040415015292,-46.64409070038665,sao paulo,SP
"01314",-23.55075711434592,-46.64268271870849,são paulo,SP
"01307",-23.5524297305095,-46.65067738037397,sao paulo,SP
"01327",-23.56926479156327,-46.643993810721845,sao paulo,SP
"01310",-23.558884512897514,-46.65926475339034,sao paulo,SP
"01329",-23.563145744936218,-46.64661879892085,sao paulo,SP
"01327",-23.563988276992315,-46.64564833902704,são paulo,SP
"01301",-23.54768211019098,-46.64451908021235,sao paulo,SP
"01329",-23.56278710713255,-46.64666273604943,sao paulo,SP
"01303",-23.551040870938895,-46.64781522355593,sao paulo,SP
"01310",-23.560629789889834,-46.65726094364944,são paulo,SP
"01330",-23.556817623925213,-46.64986083625707,sao paulo,SP
"01330",-23.560389031363595,-46.64957346003804,sao paulo,SP
"01327",-23.56706983957529,-46.64443562432925,sao paulo,SP
"01330",-23.55684048542905,-46.64980217485141,são paulo,SP
"01307",-23.5516755858965,-46.64865229087078,são paulo,SP
"01332",-23.557993920624362,-46.65031587676729,sao paulo,SP
"01307",-23.551910381354915,-46.64919520912921,sao paulo,SP
"01301",-23.55405441352221,-46.66068520417632,são paulo,SP
"01310",-23.556926913670807,-46.6615417904381,sao paulo,SP
"01306",-23.55430637246812,-46.65015238343238,sao paulo,SP
"01326",-23.55887532361936,-46.64517107271051,sao paulo,SP
"01310",-23.560629789889834,-46.65726094364944,sao paulo,SP
"01302",-23.548134688037393,-46.65010260061169,sao paulo,SP
"01327",-23.56706983957529,-46.64443562432925,sao paulo,SP
"01321",-23.56596496641469,-46.64287299085339,sao paulo,SP
"01311",-23.560566359426364,-46.65761042867444,sao paulo,SP
"01303",-23.551504721622702,-46.64945164585375,sao paulo,SP
"01311",-23.569059783273147,-46.64740767660342,sao paulo,SP
"01305",-23.556083049685473,-46.658022684978974,sao paulo,SP
"01314",-23.556570379969934,-46.64892887607479,sao paulo,SP
"01313",-23.556815612833606,-46.650683697636765,sao paulo,SP
"01327",-23.565596961423037,-46.64501936026307,sao paulo,SP
"01312",-23.55712187454558,-46.652296960730546,sao paulo,SP
"01322",-23.563991891482466,-46.644088337497834,sao paulo,SP
"01308",-23.556435915268356,-46.65263134314617,são paulo,SP
"01311",-23.571018376363245,-46.64477790550516,são paulo,SP
"01333",-23.567276880662416,-46.64738169262501,sao paulo,SP
"01329",-23.55838747960067,-46.64717230974091,sao paulo,SP
"01327",-23.554166982514857,-46.64682423313523,são paulo,SP
"01309",-23.554269524006006,-46.65740270621502,sao paulo,SP
"01333",-23.567678152086152,-46.64680378183976,sao paulo,SP
"01319",-23.551666072162263,-46.6416210910324,sao paulo,SP
"01323",-23.560777607606955,-46.6413224096968,sao paulo,SP
"01311",-23.56435692062437,-46.65314214876795,são paulo,SP
"01313",-23.553560158202995,-46.647864749235396,sao paulo,SP
"01311",-23.56651331585965,-46.65063195495267,sao paulo,SP
"01331",-23.562202661953904,-46.651618476830706,sao paulo,SP
"01317",-23.554133985636884,-46.638626176820445,são paulo,SP
"01332",-23.560306920624363,-46.656310148767936,sao paulo,SP
"01322",-23.564631960586315,-46.643701630042045,sao paulo,SP
"01332",-23.55840447432054,-46.650927661261434,sao paulo,SP
"01329",-23.561237797391655,-46.64787220858095,sao paulo,SP
"01302",-23.54749592977097,-46.64435605897629,sao paulo,SP
"01315",-23.553461545934553,-46.64071173411618,são paulo,SP
"01320",-23.557337937272795,-46.63877749362335,sao paulo,SP
"01311",-23.567548997230034,-46.64933197391652,sao paulo,SP
"01311",-23.563387990016672,-46.654300576057416,sao paulo,SP
"01322",-23.56350762031853,-46.64333518789316,são paulo,SP
"01310",-23.56495811933758,-46.65213530737497,sao paulo,SP
"01301",-23.550812799901816,-46.65525802969017,são paulo,SP
"01313",-23.557145143776278,-46.65131609755327,sao paulo,SP
"01303",-23.548137799613354,-46.64896199945174,sao paulo,SP
"01310",-23.56469826144042,-46.65244211420167,sao paulo,SP
"01318",-23.565911165416356,-46.64795701180098,sao paulo,SP
"01333",-23.56911702997862,-46.6451895066651,sao paulo,SP
"01305",-23.55489674715792,-46.65676286802472,sao paulo,SP
"01330",-23.558617456287138,-46.64971032514858,sao paulo,SP
"01323",-23.56640335729583,-46.64203684477313,sao paulo,SP
"01311",-23.565191720237724,-46.65215036747644,sao paulo,SP
"01318",-23.564801315569287,-46.64713302997861,sao paulo,SP
"01309",-23.55425054954124,-46.65892273175024,sao paulo,SP
"01318",-23.564597574239738,-46.64695477422235,são paulo,SP
"01331",-23.564726046627047,-46.648523902302486,sao paulo,SP
"01323",-23.571643976686474,-46.64129065751052,sao paulo,SP
"01311",-23.558067177361586,-46.66049269124005,sao paulo,SP
"01307",-23.553325174562964,-46.65245602138027,são paulo,SP
"01308",-23.554782439638714,-46.653163150845415,são paulo,SP
"01319",-23.55098651511921,-46.64108072439266,sao paulo,SP
"01321",-23.567265869553918,-46.64321954954124,sao paulo,SP
"01315",-23.555460206763293,-46.63999405023373,são paulo,SP
"01315",-23.552938121011007,-46.64064063099433,sao paulo,SP
"01308",-23.557144672773955,-46.65480964738295,sao paulo,SP
"01307",-23.554161796006674,-46.65393801526344,sao paulo,SP
"01321",-23.56007143297361,-46.641154432136894,são paulo,SP
"01311",-23.569633538061314,-46.64665902386365,sao paulo,SP
"01311",-23.559167964481457,-46.65920858327077,sao paulo,SP
"01314",-23.551189878440724,-46.64359192339433,sao paulo,SP
"01316",-23.554007613487038,-46.64019049887457,são paulo,SP
"01315",-23.556162782128204,-46.64006103081534,sao paulo,SP
"01325",-23.55614689869583,-46.6445302076,sao paulo,SP
"01306",-23.551109423538556,-46.646874047319535,sao paulo,SP
"01333",-23.56455320315661,-46.650582723555935,sao paulo,SP
"01306",-23.550930650008695,-46.64668252706442,sao paulo,SP
"01307",-23.549360699694148,-46.65412441687346,sao paulo,SP
"01316",-23.552198444630374,-46.63970305438866,sao paulo,SP
"01317",-23.56281094772712,-46.64538049222014,sao paulo,SP
"01306",-23.554077779069793,-46.65018871412089,sao paulo,SP
"01307",-23.54913419095159,-46.654197422701834,sao paulo,SP
"01329",-23.559729904524204,-46.64765057271053,sao paulo,SP
"01307",-23.558289883980645,-46.658266076749904,sao paulo,SP
"01325",-23.55306470774424,-46.64492284347044,sao paulo,SP
"01322",-23.562903122944256,-46.64394546932889,sao paulo,SP
"01318",-23.554478783896172,-46.6388230860881,sao paulo,SP
"01303",-23.551504721622702,-46.64945164585375,sao paulo,SP
"01303",-23.548316825148568,-46.64888902498695,sao paulo,SP
"01333",-23.565980494027386,-46.64601850790584,sao paulo,SP
"01319",-23.55098651511921,-46.64108072439266,sao paulo,SP
"01306",-23.55342904579032,-46.65070872869184,são paulo,SP
"01307",-23.555677767413023,-46.65620244186043,sao paulo,SP
"01313",-23.552578435195322,-46.6473279240868,sao paulo,SP
"01321",-23.56596496641469,-46.64287299085339,sao paulo,SP
"01319",-23.55071881932019,-46.641980053840406,sao paulo,SP
"01310",-23.557288698319226,-46.66118365182906,sao paulo,SP
"01314",-23.55643647071386,-46.64698166472388,são paulo,SP
"01311",-23.562227880662416,-46.65572910880599,sao paulo,SP
"01327",-23.555324126839395,-46.64677377407813,sao paulo,SP
"01308",-23.558405029141895,-46.65449451734092,sao paulo,SP
"01317",-23.555771764343227,-46.639553016612446,sao paulo,SP
"01307",-23.554000174562965,-46.653743021380286,sao paulo,SP
"01322",-23.56299985873388,-46.643790530671104,sao paulo,SP
"01320",-23.558843483207344,-46.639744197616686,sao paulo,SP
"01311",-23.57112910203159,-46.644686214221124,sao paulo,SP
"01320",-23.557337937272795,-46.63877749362335,são paulo,SP
"01324",-23.551359454065434,-46.64339075477531,são paulo,SP
"01316",-23.551254,-46.63967348167814,sao paulo,SP
"01306",-23.553194071325546,-46.65091122869184,são paulo,SP
"01329",-23.562280655288813,-46.647753259651395,sao paulo,SP
"01313",-23.557145143776278,-46.65131609755327,sao paulo,SP
"01306",-23.5506404701656,-46.64598822245942,sao paulo,SP
"01323",-23.56698504159669,-46.64216124858544,sao paulo,SP
"01323",-23.560777607606955,-46.6413224096968,sao paulo,SP
"01325",-23.558000898695823,-46.644343674851434,sao paulo,SP
"01326",-23.556763571469784,-46.64560022690282,sao paulo,SP
"01306",-23.55326696142303,-46.6509317529863,sao paulo,SP
"01311",-23.562227880662416,-46.65572910880599,sao paulo,SP
"01307",-23.553188570084803,-46.65208907063306,sao paulo,SP
"01313",-23.558091851520512,-46.65302574632119,sao paulo,SP
"01321",-23.56672174187781,-46.643070115615316,sao paulo,SP
"01332",-23.561219063563925,-46.65263137079466,sao paulo,SP
"01333",-23.570034390789974,-46.64404036164807,sao paulo,SP
"01321",-23.566604741877807,-46.643028641150536,sao paulo,SP
"01313",-23.55738028587912,-46.651706958364606,sao paulo,SP
"01331",-23.563877720237716,-46.64962145129549,sao paulo,SP
"01327",-23.559152898695828,-46.646340182064776,são paulo,SP
"01303",-23.549399664723865,-46.65148907216226,sao paulo,SP
"01320",-23.55801549293087,-46.63947868679663,são paulo,SP
"01321",-23.559486809885133,-46.63999066556058,sao paulo,SP
"01316",-23.55462976464306,-46.63997450499165,sao paulo,SP
"01322",-23.564631960586315,-46.643701630042045,sao paulo,SP
"01306",-23.554038940042748,-46.648675488199004,sao paulo,SP
"01301",-23.550812799901816,-46.65525802969017,sao paulo,SP
"01331",-23.56490005384041,-46.64830543505108,sao paulo,SP
"01301",-23.54768211019098,-46.64451908021235,sao paulo,SP
"01331",-23.562128305297502,-46.65160457423975,sao paulo,SP
"01312",-23.557403999348296,-46.65276836635972,sao paulo,SP
"01318",-23.564801315569287,-46.64713302997861,sao paulo,SP
"01331",-23.565350106295835,-46.647736250620376,sao paulo,SP
"01326",-23.561154038180117,-46.64521140969368,sao paulo,SP
"01306",-23.550930650008695,-46.64668252706442,sao paulo,SP
"01314",-23.555852329447745,-46.648029960038045,sao paulo,SP
"01314",-23.55139190065773,-46.64411085400203,sao paulo,SP
"01328",-23.55542941271852,-46.64533779225576,sao paulo,SP
"01307",-23.55217843242536,-46.650095376767275,são paulo,SP
"01312",-23.556049111529205,-46.64974666729382,sao paulo,SP
"01307",-23.553589181776328,-46.65295348863168,sao paulo,SP
"01323",-23.560777607606955,-46.6413224096968,sao paulo,SP
"01302",-23.547468929770968,-46.64446855897629,sao paulo,SP
"01317",-23.554133985636884,-46.638626176820445,sao paulo,SP
"01329",-23.56342835942637,-46.64640992867444,sao paulo,SP
"01309",-23.55362418457494,-46.65969919845339,sao paulo,SP
"01320",-23.557888467107183,-46.63955377324141,sao paulo,SP
"01313",-23.557915267557256,-46.65264992561604,são paulo,SP
"01306",-23.554889476542243,-46.64957878795658,sao paulo,SP
"01308",-23.55541329892086,-46.65446893089616,sao paulo,SP
"01306",-23.554038940042748,-46.648675488199004,sao paulo,SP
"01329",-23.562280655288813,-46.647753259651395,são paulo,SP
"01303",-23.54919071579432,-46.65156961601936,sao paulo,SP
"01327",-23.568715099919196,-46.64422493519532,sao paulo,SP
"01318",-23.564597574239738,-46.64695477422235,sao paulo,SP
"01311",-23.56435692062437,-46.65314214876795,são paulo,SP
"01308",-23.554974625858442,-46.65400084194123,sao paulo,SP
"01327",-23.56706983957529,-46.64443562432925,são paulo,SP
"01319",-23.55236967554391,-46.63809035636795,sao paulo,SP
"01331",-23.55945803941368,-46.650681670004005,sao paulo,SP
"01307",-23.553037854290473,-46.651787099082476,sao paulo,SP
"01333",-23.56550622869183,-46.64945216527214,sao paulo,SP
"01327",-23.565974071325552,-46.64484410309317,são paulo,SP
"01310",-23.55850871328415,-46.65969395086279,são paulo,SP
"01319",-23.552134072162275,-46.64159056549716,são paulo,SP
"01315",-23.55074650014423,-46.63950533152522,sao paulo,SP
"01318",-23.56440630378364,-46.646757412963204,sao paulo,SP
"01309",-23.554484549541232,-46.65867523175024,sao paulo,SP
"01313",-23.556627862812498,-46.65038748557981,sao paulo,SP
"01311",-23.556416217323534,-46.662420121847745,sao paulo,SP
"01321",-23.564019237578638,-46.64235930489347,sao paulo,SP
"01308",-23.556515323330895,-46.65324841993188,sao paulo,SP
"01330",-23.55772223397196,-46.64973264210283,sao paulo,SP
"01317",-23.554241484392293,-46.63868576852181,sao paulo,SP
"01333",-23.566066177621387,-46.648774781839755,sao paulo,SP
"01307",-23.55026375030741,-46.653434722276636,sao paulo,SP
"01333",-23.565098925695274,-46.64725302700935,sao paulo,SP
"01308",-23.55510944685208,-46.65201484401868,sao paulo,SP
"01332",-23.55881983596861,-46.65172514654625,sao paulo,SP
"01314",-23.553091297389702,-46.647050337683815,sao paulo,SP
"01305",-23.55142933749782,-46.6505923411045,sao paulo,SP
"01321",-23.56554005912053,-46.642700976398004,sao paulo,SP
"01314",-23.556570379969934,-46.64892887607479,sao paulo,SP
"01306",-23.554077779069793,-46.65018871412089,sao paulo,SP
"01327",-23.56830452677598,-46.64368487301637,sao paulo,SP
"01312",-23.556049111529205,-46.64974666729382,sao paulo,SP
"01331",-23.559527011656755,-46.65061529724743,sao paulo,SP
"01311",-23.5566135,-46.66191749999999,sao paulo,SP
"01310",-23.557288698319226,-46.66118365182906,sao paulo,SP
"01308",-23.555332497922524,-46.6527629023025,sao paulo,SP
"01326",-23.55463515015292,-46.64562167485142,sao paulo,SP
"01316",-23.55370246073054,-46.63948654065443,sao paulo,SP
"01321",-23.56300106411219,-46.64208086026307,sao paulo,SP
"01325",-23.556488898695818,-46.64449217485143,são paulo,SP
"01314",-23.549954857608693,-46.640866106584284,sao paulo,SP
"01311",-23.56578684451391,-46.6514207040755,sao paulo,SP
"01308",-23.555909891482465,-46.65490577185642,sao paulo,SP
"01329",-23.56349267998731,-46.64620408159732,sao paulo,SP
"01333",-23.564971247013695,-46.650082683593986,sao paulo,SP
"01313",-23.558537776299822,-46.65359645545042,sao paulo,SP
"01318",-23.564875128224376,-46.64719580988513,sao paulo,SP
"01309",-23.554307377748227,-46.66051238871251,sao paulo,SP
"01321",-23.56300106411219,-46.64208086026307,são paulo,SP
"01312",-23.551508183809908,-46.64665251559603,sao paulo,SP
"01313",-23.556809775751567,-46.65074498528482,sao paulo,SP
"01317",-23.556472788933718,-46.640077101221905,sao paulo,SP
"01310",-23.55989655675459,-46.658094297247416,sao paulo,SP
"01319",-23.552246682757275,-46.638339805297484,são paulo,SP
"01321",-23.564181729672775,-46.6423412278551,sao paulo,SP
"01317",-23.555771764343227,-46.639553016612446,sao paulo,SP
"01315",-23.556162782128204,-46.64006103081534,sao paulo,SP
"01315",-23.555460206763293,-46.63999405023373,sao paulo,SP
"01310",-23.560629789889834,-46.65726094364944,sao paulo,SP
"01303",-23.548137799613354,-46.64896199945174,sao paulo,SP
"01306",-23.55326696142303,-46.6509317529863,sao paulo,SP
"01311",-23.565191720237724,-46.65215036747644,sao paulo,SP
"01306",-23.55430637246812,-46.65015238343238,sao paulo,SP
"01310",-23.556926913670807,-46.6615417904381,são paulo,SP
"01311",-23.56639674577295,-46.65070939301167,sao paulo,SP
"01317",-23.56281094772712,-46.64538049222014,sao paulo,SP
"01310",-23.561264556754605,-46.6565542389636,sao paulo,SP
"01303",-23.549027521236045,-46.65039768249747,são paulo,SP
"01301",-23.54870038856827,-46.65114150874257,sao paulo,SP
"01307",-23.549488198164944,-46.65396846266377,sao paulo,SP
"01311",-23.56471213211952,-46.65274077352985,sao paulo,SP
"01303",-23.547760072162262,-46.645382901754246,sao paulo,SP
"01306",-23.554951418258437,-46.64978128795658,sao paulo,SP
"01324",-23.558990395781635,-46.64340325867045,sao paulo,SP
"01320",-23.559148508742567,-46.639993730365255,sao paulo,SP
"01333",-23.56356993894623,-46.65184216708981,sao paulo,SP
"01317",-23.554241484392293,-46.63868576852181,são paulo,SP
"01308",-23.555879696635742,-46.65079515528881,sao paulo,SP
"01322",-23.564494540106182,-46.64461209824576,sao paulo,SP
"01333",-23.564667771308166,-46.65051933472786,são paulo,SP
"01316",-23.552450444630377,-46.63971354717531,sao paulo,SP
"01332",-23.560216166253078,-46.65435358728148,sao paulo,SP
"01304",-23.553068364418024,-46.65547458451152,sao paulo,SP
"01304",-23.550155644180307,-46.64680198404405,sao paulo,SP
"01303",-23.55001132944774,-46.64818240521669,são paulo,SP
"01325",-23.557262898695825,-46.64441372592188,sao paulo,SP
"01306",-23.550558264787295,-46.645392206215014,sao paulo,SP
"01321",-23.55590152039933,-46.641929154596305,sao paulo,SP
"01323",-23.563441071891276,-46.64103858458566,sao paulo,SP
"01318",-23.555771764343227,-46.639553016612446,sao paulo,SP
"01326",-23.55621873105777,-46.645461707600006,sao paulo,SP
"01330",-23.562565575076462,-46.64908296003806,sao paulo,SP
"01311",-23.56453290758263,-46.65294248265907,sao paulo,SP
"01307",-23.554356171244738,-46.65443401027178,sao paulo,SP
"01313",-23.55656886095558,-46.650374308904176,sao paulo,SP
"01308",-23.555909891482465,-46.65490577185642,sao paulo,SP
"01309",-23.554354589503177,-46.65730318789316,são paulo,SP
"01306",-23.554369372468116,-46.65015387621902,sao paulo,SP
"01308",-23.55670114847948,-46.65392814002538,sao paulo,SP
"01331",-23.563877720237716,-46.64962145129549,sao paulo,SP
"01311",-23.5566135,-46.66191749999999,sao paulo,SP
"01311",-23.560566359426364,-46.65761042867444,sao paulo,SP
"01319",-23.55098651511921,-46.64108072439266,sao paulo,SP
"01324",-23.551359454065434,-46.64339075477531,sao paulo,SP
"01327",-23.56706983957529,-46.64443562432925,sao paulo,SP
"01319",-23.55335715015292,-46.642092700386634,sao paulo,SP
"01303",-23.549829527612694,-46.65081220705175,sao paulo,SP
"01308",-23.556416407149936,-46.652897587569946,sao paulo,SP
"01321",-23.559423432973613,-46.64096543213689,sao paulo,SP
"01313",-23.558681220930204,-46.653687765191314,sao paulo,SP
"01306",-23.553932290870787,-46.65038236525475,sao paulo,SP
"01304",-23.555774169023046,-46.65777309922671,sao paulo,SP
"01311",-23.567194738559586,-46.64976138579832,sao paulo,SP
"01332",-23.558668229528557,-46.65143692645275,são paulo,SP
"01311",-23.569059783273147,-46.64740767660342,sao paulo,SP
"01306",-23.55326696142303,-46.6509317529863,sao paulo,SP
"01301",-23.55007732584107,-46.65394953497028,sao paulo,SP
"01321",-23.55590152039933,-46.641929154596305,sao paulo,SP
"01309",-23.556526585348244,-46.65951015168212,sao paulo,SP
"01304",-23.551154644180315,-46.649920567863084,sao paulo,SP
"01313",-23.552578435195322,-46.6473279240868,são paulo,SP
"01305",-23.553734217323527,-46.655532403687495,sao paulo,SP
"01322",-23.563877594783303,-46.64343312960936,sao paulo,SP
"01302",-23.548134688037393,-46.65010260061169,sao paulo,SP
"01317",-23.554133985636884,-46.638626176820445,sao paulo,SP
"01308",-23.555182505135885,-46.65226234401868,sao paulo,SP
"01307",-23.551761583674804,-46.65267577947382,sao paulo,SP
"01303",-23.54916349570083,-46.65034121524605,sao paulo,SP
"01307",-23.552242071614014,-46.6502516194818,sao paulo,SP
"01303",-23.54843004302036,-46.64538168206478,sao paulo,SP
"01323",-23.56079712294426,-46.640804636966955,sao paulo,SP
"01318",-23.56440630378364,-46.646757412963204,sao paulo,SP
"01303",-23.550258739944567,-46.64991810978695,sao paulo,SP
"01315",-23.552704121011015,-46.640620058283815,sao paulo,SP
"01302",-23.54749592977097,-46.64435605897629,sao paulo,SP
"01313",-23.558681220930204,-46.653687765191314,sao paulo,SP
"01324",-23.556372066333893,-46.64286317485142,são paulo,SP
"01306",-23.55382270912921,-46.65038113474524,sao paulo,SP
"01314",-23.55160288233586,-46.64465323743441,sao paulo,SP
"01315",-23.551728988343243,-46.640621361792284,sao paulo,SP
"01332",-23.560307570633064,-46.653359206503474,sao paulo,SP
"01322",-23.56281725062038,-46.644303908130894,sao paulo,SP
"01311",-23.558602661953913,-46.65986150236593,são paulo,SP
"01309",-23.557323688585658,-46.65692890729416,sao paulo,SP
"01322",-23.56299985873388,-46.643790530671104,sao paulo,SP
"01303",-23.548616664723866,-46.64871323757862,sao paulo,SP
"01322",-23.56338162031852,-46.64330368789315,sao paulo,SP
"01308",-23.555730530671106,-46.65414367929483,são paulo,SP
"01321",-23.56779326533555,-46.6433133738531,sao paulo,SP
"01324",-23.556808959201334,-46.64288179239999,sao paulo,SP
"01302",-23.54749592977097,-46.64435605897629,sao paulo,SP
"01331",-23.562327520947594,-46.6503277425703,sao paulo,SP
"01303",-23.551040870938895,-46.64781522355593,sao paulo,SP
"01326",-23.554117959201335,-46.645893350683785,sao paulo,SP
"01303",-23.548316825148568,-46.64888902498695,sao paulo,SP
"01314",-23.550271219805026,-46.641530430203645,sao paulo,SP
"01324",-23.556057066333892,-46.642891149316206,sao paulo,SP
"01327",-23.566957218708506,-46.64454839009748,sao paulo,SP
"01323",-23.572519500643708,-46.64196380055788,sao paulo,SP
"01310",-23.561264556754605,-46.6565542389636,sao paulo,SP
"01317",-23.554241484392293,-46.63868576852181,sao paulo,SP
"01331",-23.562327520947594,-46.6503277425703,sao paulo,SP
"01330",-23.559178274770616,-46.64863034055624,sao paulo,SP
"01310",-23.566820144872793,-46.649915749091164,sao paulo,SP
"01321",-23.556351520399332,-46.64203265459633,sao paulo,SP
"01323",-23.56640335729583,-46.64203684477313,sao paulo,SP
"01325",-23.552318126839396,-46.64499378518662,sao paulo,SP
"01311",-23.570156576749902,-46.645918102977596,sao paulo,SP
"01306",-23.55430637246812,-46.65015238343238,sao paulo,SP
"01306",-23.55430637246812,-46.65015238343238,sao paulo,SP
"01310",-23.563258009983322,-46.65416594947782,sao paulo,SP
"01332",-23.55893482486011,-46.6519821648681,sao paulo,SP
"01319",-23.55374591035259,-46.64207003274857,sao paulo,SP
"01311",-23.57112910203159,-46.644686214221124,sao paulo,SP
"01301",-23.54753794255291,-46.6452082507646,sao paulo,SP
"01330",-23.55911245628714,-46.64966982514857,sao paulo,SP
"01313",-23.551714288100822,-46.64691321189917,sao paulo,SP
"01311",-23.56062770654824,-46.65759890486688,sao paulo,SP
"01308",-23.560022892030727,-46.655471231201986,sao paulo,SP
"01303",-23.5495272783773,-46.648374868572965,são paulo,SP
"01309",-23.554269524006006,-46.65740270621502,são paulo,SP
"01302",-23.547468929770968,-46.64446855897629,sao paulo,SP
"01307",-23.554000174562965,-46.653743021380286,são paulo,SP
"01310",-23.560529008598337,-46.657384659443736,sao paulo,SP
"01321",-23.56554005912053,-46.642700976398004,sao paulo,SP
"01327",-23.56412703857696,-46.64528464695027,sao paulo,SP
"01315",-23.556162782128204,-46.64006103081534,sao paulo,SP
"01322",-23.5630608259853,-46.643538530671115,sao paulo,SP
"01308",-23.55641963281201,-46.65272290521668,são paulo,SP
"01309",-23.554307377748227,-46.66051238871251,são paulo,SP
"01323",-23.570092205256334,-46.64201953307684,sao paulo,SP
"01303",-23.55100618013154,-46.647890794765914,sao paulo,SP
"01303",-23.549739715794313,-46.65137955773555,sao paulo,SP
"01321",-23.55782435636795,-46.64209395767211,sao paulo,SP
"01313",-23.559041252293813,-46.65393716166544,sao paulo,SP
"01308",-23.55535958174156,-46.65289373757864,sao paulo,SP
"01324",-23.556808959201334,-46.64288179239999,sao paulo,SP
"01317",-23.555771764343227,-46.639553016612446,sao paulo,SP
"01309",-23.554620524006015,-46.65850520621502,sao paulo,SP
"01327",-23.559653210658425,-46.64635278518663,sao paulo,SP
"01313",-23.557145143776278,-46.65131609755327,sao paulo,SP
"01310",-23.564827875661003,-46.65234425962712,sao paulo,SP
"01305",-23.551363330284463,-46.650372899388316,sao paulo,SP
"01321",-23.56596496641469,-46.64287299085339,sao paulo,SP
"01330",-23.557798791563272,-46.649783817935216,são paulo,SP
"01319",-23.552050715505864,-46.63877825422706,sao paulo,SP
"01301",-23.550812799901816,-46.65525802969017,sao paulo,SP
"01318",-23.554478783896172,-46.6388230860881,sao paulo,SP
"01321",-23.567265869553918,-46.64321954954124,sao paulo,SP
"01306",-23.5506404701656,-46.64598822245942,sao paulo,SP
"01331",-23.56230854648281,-46.65034926810553,sao paulo,SP
"01318",-23.564801315569287,-46.64713302997861,sao paulo,SP
"01312",-23.55683964607235,-46.65177558048839,são paulo,SP
"01323",-23.56698504159669,-46.64216124858544,sao paulo,SP
"01322",-23.563341942552913,-46.6423690022217,sao paulo,SP
"01315",-23.555460206763293,-46.63999405023373,sao paulo,SP
"01307",-23.550051530671105,-46.65368695781634,sao paulo,SP
"01329",-23.5593429045242,-46.64767209824576,sao paulo,SP
"01315",-23.555460206763293,-46.63999405023373,sao paulo,SP
"01328",-23.557890572854763,-46.64746504010617,sao paulo,SP
